employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
6493,Operations,region_2,Master's & above,f,other,1,48,3,13,0,0,62
57915,Operations,region_23,Master's & above,m,other,1,38,5,11,1,0,60
686,Operations,region_2,Master's & above,f,sourcing,2,37,5,11,1,0,58
57520,Operations,region_2,Master's & above,f,other,1,51,5,3,1,0,59
29007,Operations,region_2,Master's & above,f,sourcing,1,47,5,18,1,0,96
44896,Operations,region_28,Master's & above,f,other,1,34,4,9,1,0,62
3518,Operations,region_11,Master's & above,m,other,1,43,4,3,0,0,56
51662,Operations,region_2,Master's & above,f,other,1,59,5,18,1,0,62
38607,Operations,region_2,Master's & above,m,sourcing,1,46,5,8,1,0,62
29155,Operations,region_16,Master's & above,f,other,1,41,1,2,1,0,56
64651,Operations,region_30,Master's & above,f,sourcing,1,39,5,5,1,0,89
26280,Operations,region_22,Master's & above,m,other,3,38,3,4,1,0,64
38437,Operations,region_11,Master's & above,m,other,1,40,5,12,1,0,61
2503,Operations,region_32,Master's & above,m,other,1,40,3,14,0,0,59
15884,Operations,region_3,Master's & above,m,other,1,35,1,8,0,0,61
16783,Operations,region_31,Master's & above,m,sourcing,3,39,3,11,1,0,60
30361,Operations,region_15,Master's & above,f,other,1,38,2,12,0,0,60
3749,Operations,region_7,Master's & above,f,other,1,56,5,14,0,0,59
32759,Operations,region_22,Master's & above,f,other,1,35,1,4,0,0,65
44140,Operations,region_13,Master's & above,f,other,1,51,5,17,0,0,62
36764,Operations,region_23,Master's & above,f,other,2,38,2,7,0,0,64
44625,Operations,region_22,Master's & above,m,referred,1,35,5,9,0,0,57
69348,Operations,region_2,Master's & above,m,sourcing,3,44,5,16,1,0,58
38565,Operations,region_7,Master's & above,m,other,1,33,5,7,1,0,62
38623,Operations,region_3,Master's & above,f,sourcing,1,36,3,7,0,0,65
35688,Operations,region_27,Master's & above,f,sourcing,1,39,3,10,0,0,58
69965,Operations,region_11,Master's & above,f,sourcing,1,32,2,9,0,0,58
9231,Operations,region_29,Master's & above,m,sourcing,1,47,5,4,1,0,55
72382,Operations,region_7,Master's & above,m,other,1,34,5,3,0,0,64
22297,Operations,region_22,Master's & above,f,sourcing,2,42,4,11,1,0,60
7967,Operations,region_1,Master's & above,m,other,1,31,2,3,1,0,64
5169,Operations,region_7,Master's & above,m,sourcing,1,36,3,4,1,0,60
68119,Operations,region_22,Master's & above,m,sourcing,1,57,1,19,1,0,55
33667,Operations,region_2,Master's & above,f,other,2,55,5,24,1,0,56
32592,Operations,region_16,Master's & above,f,other,1,38,5,10,0,0,58
71043,Operations,region_27,Master's & above,m,sourcing,1,52,4,21,0,0,60
4735,Operations,region_22,Master's & above,m,sourcing,1,31,3,5,1,0,61
27711,Operations,region_26,Master's & above,m,other,1,34,3,9,1,0,57
61779,Operations,region_22,Master's & above,m,sourcing,1,46,5,3,1,0,60
69874,Operations,region_14,Master's & above,f,sourcing,2,35,4,4,1,0,61
65844,Operations,region_2,Master's & above,m,sourcing,1,42,5,6,1,0,65
63479,Operations,region_11,Master's & above,f,other,1,59,4,16,1,0,64
34062,Operations,region_28,Master's & above,m,other,1,35,1,9,0,0,62
41853,Operations,region_2,Master's & above,f,other,1,35,5,2,1,0,56
78279,Operations,region_31,Master's & above,m,sourcing,1,37,5,7,1,0,57
54545,Operations,region_22,Master's & above,m,other,3,38,5,8,1,0,59
64051,Operations,region_13,Master's & above,m,other,1,41,4,4,1,0,62
2127,Operations,region_13,Master's & above,m,sourcing,1,49,5,16,0,0,59
54505,Operations,region_13,Master's & above,f,sourcing,1,35,3,2,1,0,55
36423,Operations,region_27,Master's & above,m,other,1,42,3,5,0,0,66
40408,Operations,region_29,Master's & above,m,sourcing,1,39,2,10,0,0,60
65783,Operations,region_22,Master's & above,m,other,1,38,4,6,1,0,58
49433,Operations,region_4,Master's & above,f,sourcing,1,38,4,10,1,0,55
15944,Operations,region_19,Master's & above,m,other,2,43,3,4,0,0,63
7109,Operations,region_15,Master's & above,m,sourcing,1,34,5,4,1,0,61
28430,Operations,region_13,Master's & above,m,other,2,33,4,9,0,0,60
52660,Operations,region_22,Master's & above,m,sourcing,1,36,1,7,0,0,56
56069,Operations,region_2,Master's & above,f,other,1,48,4,8,0,0,62
44621,Operations,region_20,Master's & above,f,other,1,38,4,8,0,0,59
77774,Operations,region_5,Master's & above,f,other,1,37,1,9,0,0,61
707,Operations,region_22,Master's & above,m,sourcing,1,51,4,4,0,0,59
18582,Operations,region_4,Master's & above,m,other,1,43,4,10,0,0,60
17763,Operations,region_15,Master's & above,m,other,1,51,5,3,0,0,58
10472,Operations,region_22,Master's & above,m,sourcing,1,39,5,4,0,0,73
77813,Operations,region_31,Master's & above,f,sourcing,1,50,3,3,0,0,62
67279,Operations,region_27,Master's & above,f,sourcing,1,44,4,4,0,0,64
76329,Operations,region_2,Master's & above,f,sourcing,1,39,3,11,0,0,62
55244,Operations,region_22,Master's & above,f,other,2,36,4,3,0,0,56
69657,Operations,region_2,Master's & above,m,other,1,33,5,4,1,0,62
3698,Operations,region_22,Master's & above,f,other,2,35,3,7,0,0,56
21004,Operations,region_2,Master's & above,m,other,1,39,3,4,1,0,60
41074,Operations,region_31,Master's & above,f,sourcing,1,48,4,9,0,0,59
3087,Operations,region_13,Master's & above,m,other,1,39,3,6,1,0,56
34670,Operations,region_4,Master's & above,m,sourcing,1,52,3,10,1,0,58
53508,Operations,region_22,Master's & above,m,sourcing,1,53,5,4,0,0,57
5815,Operations,region_13,Master's & above,f,sourcing,2,33,4,3,0,0,59
53620,Operations,region_27,Master's & above,f,other,1,50,5,2,1,0,58
67540,Operations,region_21,Master's & above,m,other,2,33,4,3,0,0,58
64729,Operations,region_7,Master's & above,m,sourcing,1,49,1,7,0,0,59
5113,Operations,region_14,Master's & above,f,other,1,43,2,7,1,0,60
46699,Operations,region_22,Master's & above,f,other,1,34,2,3,0,0,58
39824,Operations,region_4,Master's & above,f,sourcing,1,31,3,7,0,0,60
49835,Operations,region_13,Master's & above,m,sourcing,1,41,5,12,1,0,54
52699,Operations,region_22,Master's & above,f,sourcing,1,40,5,9,1,0,55
73564,Operations,region_2,Master's & above,m,sourcing,1,43,3,7,0,0,62
51545,Operations,region_22,Master's & above,m,sourcing,1,38,4,8,1,0,65
12634,Operations,region_11,Master's & above,m,sourcing,1,37,5,5,1,0,59
61044,Operations,region_22,Master's & above,m,other,1,39,4,12,0,0,59
947,Operations,region_26,Master's & above,f,other,1,38,3,10,0,0,61
61605,Operations,region_12,Master's & above,f,sourcing,1,41,2,5,0,0,57
53780,Operations,region_2,Master's & above,m,sourcing,1,41,3,4,0,0,56
8463,Operations,region_15,Master's & above,m,sourcing,1,38,3,7,1,0,62
3302,Operations,region_22,Master's & above,m,sourcing,3,43,3,2,0,0,68
54344,Operations,region_25,Master's & above,m,sourcing,1,35,3,3,0,0,54
63235,Operations,region_2,Master's & above,m,sourcing,1,37,4,11,0,0,58
36903,Operations,region_22,Master's & above,m,sourcing,1,45,4,15,1,0,54
35069,Operations,region_23,Master's & above,f,other,1,41,3,6,0,0,56
73424,Operations,region_13,Master's & above,m,sourcing,1,36,2,7,1,0,60
2982,Operations,region_22,Master's & above,f,sourcing,1,38,4,5,1,0,57
48440,Operations,region_7,Master's & above,f,other,1,41,4,9,0,0,61
64127,Operations,region_15,Master's & above,m,referred,1,44,3,17,0,0,56
366,Operations,region_11,Master's & above,f,other,1,38,3,11,0,0,58
40552,Operations,region_22,Master's & above,f,sourcing,1,44,1,3,0,0,58
23677,Operations,region_22,Master's & above,m,other,3,34,3,9,0,0,58
41184,Operations,region_27,Master's & above,m,sourcing,1,37,5,7,1,0,62
40980,Operations,region_20,Master's & above,f,other,1,32,4,3,0,0,60
73242,Operations,region_22,Master's & above,m,other,1,48,3,13,0,0,63
61839,Operations,region_25,Master's & above,m,sourcing,1,34,3,7,0,0,62
9776,Operations,region_22,Master's & above,f,sourcing,1,39,3,3,0,0,57
71277,Operations,region_32,Master's & above,m,other,1,27,1,4,0,0,57
17090,Operations,region_22,Master's & above,m,sourcing,1,42,4,14,0,0,58
54274,Operations,region_15,Master's & above,m,referred,1,43,3,14,0,0,56
9373,Operations,region_16,Master's & above,m,other,1,48,5,22,1,0,60
18726,Operations,region_11,Master's & above,f,other,1,34,5,3,1,0,62
70163,Operations,region_7,Master's & above,f,sourcing,2,41,4,5,1,0,59
30136,Operations,region_22,Master's & above,m,sourcing,1,36,5,8,1,0,60
63529,Operations,region_22,Master's & above,m,sourcing,1,44,1,3,1,0,58
47770,Operations,region_6,Master's & above,m,sourcing,1,33,3,9,0,0,60
15019,Operations,region_13,Master's & above,m,sourcing,2,37,5,2,1,0,58
75372,Operations,region_16,Master's & above,f,sourcing,1,31,,1,0,0,55
9426,Operations,region_15,Master's & above,m,sourcing,1,42,3,6,1,0,60
38611,Operations,region_15,Master's & above,f,other,1,41,3,5,1,0,57
15222,Operations,region_4,Master's & above,f,other,1,48,3,16,0,0,61
17989,Operations,region_2,Master's & above,m,other,1,44,4,5,0,0,63
3959,Operations,region_23,Master's & above,f,other,1,34,4,2,0,0,56
29773,Operations,region_22,Master's & above,f,other,1,38,1,10,0,0,62
56973,Operations,region_27,Master's & above,f,sourcing,1,43,3,16,0,0,64
764,Operations,region_22,Master's & above,m,other,3,31,3,4,0,0,55
15280,Operations,region_7,Master's & above,f,sourcing,1,38,2,9,1,0,61
33397,Operations,region_7,Master's & above,f,other,2,36,3,3,0,0,63
73415,Operations,region_21,Master's & above,m,sourcing,1,37,4,10,0,0,52
39255,Operations,region_13,Master's & above,m,other,1,49,4,18,0,0,67
27245,Operations,region_2,Master's & above,f,sourcing,1,45,4,12,1,0,62
26488,Operations,region_19,Master's & above,f,sourcing,1,38,5,7,1,0,61
51134,Operations,region_26,Master's & above,f,other,1,36,4,3,0,0,59
25238,Operations,region_22,Master's & above,m,other,1,37,4,3,1,0,59
981,Operations,region_4,Master's & above,m,other,1,51,4,22,0,0,63
77516,Operations,region_2,Master's & above,f,other,1,38,4,4,1,0,59
3568,Operations,region_14,Master's & above,f,other,1,38,5,10,1,0,56
75120,Operations,region_26,Master's & above,f,other,1,39,3,12,0,0,60
23606,Operations,region_4,Master's & above,f,other,2,33,3,5,1,0,88
19410,Operations,region_7,Master's & above,m,other,1,38,3,10,1,0,57
22000,Operations,region_2,Master's & above,m,sourcing,1,46,4,18,1,0,63
41790,Operations,region_27,Master's & above,m,other,1,51,5,10,1,0,59
22022,Operations,region_23,Master's & above,f,other,1,42,1,8,0,0,64
57395,Operations,region_27,Master's & above,f,sourcing,1,44,5,14,1,0,62
65473,Operations,region_28,Master's & above,m,sourcing,1,35,5,6,1,0,62
55733,Operations,region_7,Master's & above,m,sourcing,1,39,4,3,0,0,57
9180,Operations,region_13,Master's & above,f,sourcing,1,37,4,10,0,0,57
31278,Operations,region_11,Master's & above,f,sourcing,1,35,4,9,0,0,59
65775,Operations,region_15,Master's & above,f,other,1,32,1,4,0,1,59
43965,Operations,region_4,Master's & above,m,other,1,49,5,21,1,0,64
23595,Operations,region_31,Master's & above,m,sourcing,1,34,3,9,0,0,62
41451,Operations,region_8,Master's & above,m,other,1,39,4,3,0,0,66
49435,Operations,region_4,Master's & above,m,other,1,38,5,9,1,0,60
13019,Operations,region_12,Master's & above,f,sourcing,1,39,4,3,0,0,59
27906,Operations,region_19,Master's & above,m,sourcing,1,43,5,10,1,0,63
19621,Operations,region_22,Master's & above,f,other,1,31,5,5,1,0,59
60073,Operations,region_2,Master's & above,m,sourcing,1,57,1,15,0,0,59
41887,Operations,region_2,Master's & above,m,sourcing,1,44,5,15,0,0,60
63821,Operations,region_16,Master's & above,f,other,1,34,4,8,0,0,59
5905,Operations,region_4,Master's & above,m,other,1,40,3,14,0,0,61
51935,Operations,region_6,Master's & above,m,sourcing,1,41,5,7,1,0,57
67725,Operations,region_11,Master's & above,f,other,1,59,3,3,1,0,65
69524,Operations,region_2,Master's & above,f,other,1,53,3,7,0,0,60
40245,Operations,region_22,Master's & above,m,sourcing,3,40,3,9,1,0,94
1639,Operations,region_22,Master's & above,m,other,1,40,5,10,1,0,62
3932,Operations,region_7,Master's & above,f,other,1,46,5,17,1,0,60
19802,Operations,region_8,Master's & above,m,sourcing,1,34,1,9,0,0,62
1498,Operations,region_13,Master's & above,f,other,1,41,3,2,1,0,63
31454,Operations,region_24,Master's & above,m,other,1,33,5,6,1,0,54
67644,Operations,region_28,Master's & above,m,sourcing,1,31,1,3,0,0,64
13175,Operations,region_26,Master's & above,m,other,1,33,4,5,0,0,57
25757,Operations,region_25,Master's & above,m,other,1,34,2,6,0,0,55
69599,Operations,region_15,Master's & above,m,sourcing,2,59,4,14,0,0,57
76790,Operations,region_2,Master's & above,f,other,3,35,5,4,1,0,62
50929,Operations,region_33,Master's & above,m,other,1,41,4,6,0,0,57
51565,Operations,region_2,Master's & above,m,other,1,56,3,7,0,0,55
2604,Operations,region_22,Master's & above,f,sourcing,1,38,5,7,1,0,59
852,Operations,region_2,Master's & above,f,sourcing,1,36,5,5,1,0,61
61568,Operations,region_27,Master's & above,m,other,2,40,5,13,0,0,61
29832,Operations,region_2,Master's & above,f,other,2,58,3,5,0,0,60
25532,Operations,region_2,Master's & above,f,other,1,40,4,10,1,0,64
16625,Operations,region_11,Master's & above,m,other,1,50,5,5,0,0,65
48585,Operations,region_27,Master's & above,f,other,1,41,5,8,0,0,96
4101,Operations,region_2,Master's & above,m,sourcing,2,45,5,7,0,0,56
68814,Operations,region_15,Master's & above,m,referred,1,42,3,6,1,0,61
75897,Operations,region_22,Master's & above,f,other,1,37,4,8,0,0,56
54894,Operations,region_2,Master's & above,f,other,2,60,4,18,1,0,58
22774,Operations,region_2,Master's & above,f,other,1,44,5,7,0,0,73
37487,Operations,region_29,Master's & above,m,other,1,48,3,22,0,0,59
74286,Operations,region_13,Master's & above,f,other,1,39,2,10,0,0,59
17373,Operations,region_22,Master's & above,m,sourcing,1,34,4,6,0,0,58
47385,Operations,region_2,Master's & above,f,referred,1,33,5,6,0,0,62
2009,Operations,region_15,Master's & above,m,other,1,37,4,9,0,0,58
13269,Operations,region_7,Master's & above,f,other,1,37,4,4,0,0,56
52459,Operations,region_15,Master's & above,f,other,1,46,5,15,0,0,61
49106,Operations,region_27,Master's & above,m,other,1,37,5,10,1,0,58
13091,Operations,region_22,Master's & above,m,other,2,37,3,3,0,0,56
52949,Operations,region_15,Master's & above,m,other,1,36,3,7,1,0,58
37152,Operations,region_27,Master's & above,m,other,1,34,5,4,1,0,58
41717,Operations,region_2,Master's & above,m,sourcing,1,38,2,8,1,0,60
66394,Operations,region_2,Master's & above,m,other,1,37,5,10,1,0,60
58659,Operations,region_23,Master's & above,f,other,1,32,4,7,0,0,60
68277,Operations,region_17,Master's & above,m,sourcing,1,40,3,7,1,0,63
33571,Operations,region_22,Master's & above,f,other,1,30,5,7,1,0,64
14108,Operations,region_28,Master's & above,f,other,1,37,3,3,0,0,63
61183,Operations,region_16,Master's & above,m,sourcing,1,46,3,10,0,0,65
70049,Operations,region_2,Master's & above,f,other,1,41,4,7,1,0,60
35239,Operations,region_2,Master's & above,m,other,1,37,4,5,1,0,65
8364,Operations,region_7,Master's & above,m,sourcing,1,44,5,16,1,0,62
71918,Operations,region_2,Master's & above,f,sourcing,2,39,3,3,0,0,56
48161,Operations,region_2,Master's & above,m,sourcing,1,58,3,15,1,0,59
72911,Operations,region_27,Master's & above,m,other,1,40,3,11,0,0,58
40009,Operations,region_7,Master's & above,f,other,1,33,2,2,0,0,59
64670,Operations,region_13,Master's & above,m,other,1,34,4,9,0,0,61
29586,Operations,region_22,Master's & above,f,sourcing,1,57,4,18,0,0,57
53247,Operations,region_22,Master's & above,m,other,1,42,4,6,1,0,59
23200,Operations,region_3,Master's & above,m,sourcing,1,35,5,7,1,0,62
13684,Operations,region_2,Master's & above,m,referred,1,39,3,10,1,0,62
22857,Operations,region_22,Master's & above,f,other,1,40,1,11,0,0,56
7347,Operations,region_4,Master's & above,f,sourcing,1,48,3,16,1,0,58
45828,Operations,region_22,Master's & above,f,other,1,51,3,19,0,0,60
15154,Operations,region_4,Master's & above,f,sourcing,1,46,5,14,1,0,62
66584,Operations,region_9,Master's & above,m,sourcing,1,29,3,3,0,0,61
54939,Operations,region_4,Master's & above,f,other,1,40,5,9,1,0,62
73049,Operations,region_13,Master's & above,f,other,1,40,3,3,0,0,58
74299,Operations,region_23,Master's & above,f,sourcing,2,40,4,6,1,0,57
23281,Operations,region_23,Master's & above,m,other,1,37,5,4,1,0,64
4617,Operations,region_4,Master's & above,m,sourcing,1,37,3,12,1,0,91
4836,Operations,region_2,Master's & above,f,other,1,45,5,4,0,0,59
25112,Operations,region_7,Master's & above,m,sourcing,1,34,3,3,1,0,61
59436,Operations,region_2,Master's & above,f,other,1,46,2,16,0,0,55
36468,Operations,region_4,Master's & above,m,sourcing,1,58,3,17,0,0,55
36765,Operations,region_13,Master's & above,f,other,2,42,4,8,0,0,75
67436,Operations,region_13,Master's & above,f,sourcing,1,38,3,7,0,0,65
64988,Operations,region_22,Master's & above,f,other,1,37,3,10,1,0,61
34879,Operations,region_22,Master's & above,m,referred,1,36,5,6,1,0,53
56646,Operations,region_15,Master's & above,m,other,2,38,3,3,0,0,56
65041,Operations,region_22,Master's & above,f,sourcing,1,56,3,14,0,0,60
51426,Operations,region_30,Master's & above,f,other,1,34,3,4,1,0,57
26427,Operations,region_15,Master's & above,m,referred,1,43,5,3,1,0,61
65795,Operations,region_22,Master's & above,m,sourcing,1,43,5,11,1,0,62
72682,Operations,region_26,Master's & above,m,other,1,37,3,3,0,0,61
29135,Operations,region_15,Master's & above,f,sourcing,1,55,4,14,0,0,61
38027,Operations,region_2,Master's & above,m,other,2,42,3,5,1,0,57
48848,Operations,region_4,Master's & above,f,other,1,32,4,8,0,0,57
61527,Operations,region_2,Master's & above,m,other,1,48,5,7,1,0,62
27833,Operations,region_2,Master's & above,f,sourcing,1,36,3,4,0,0,60
36448,Operations,region_22,Master's & above,m,sourcing,1,50,3,19,0,0,51
62586,Operations,region_2,Master's & above,m,sourcing,2,57,3,7,0,0,58
42227,Operations,region_7,Master's & above,f,other,1,32,5,9,1,0,57
2084,Operations,region_22,Master's & above,m,referred,1,38,5,10,1,0,54
28836,Operations,region_7,Master's & above,f,sourcing,1,39,3,9,1,0,58
66000,Operations,region_7,Master's & above,m,sourcing,1,33,5,6,1,0,58
17663,Operations,region_2,Master's & above,m,sourcing,1,47,4,14,0,0,59
50564,Operations,region_22,Master's & above,m,sourcing,1,32,5,4,0,0,81
70004,Operations,region_22,Master's & above,m,other,2,39,3,4,0,0,62
56709,Operations,region_13,Master's & above,m,other,1,34,5,2,0,0,58
39029,Operations,region_2,Master's & above,f,sourcing,1,42,5,10,1,0,61
15090,Operations,region_7,Master's & above,m,sourcing,1,31,5,6,1,0,56
57357,Operations,region_32,Master's & above,f,other,1,36,3,3,0,0,64
57350,Operations,region_26,Master's & above,m,sourcing,1,35,5,7,1,0,63
1161,Operations,region_27,Master's & above,f,sourcing,1,36,3,5,1,0,58
26463,Operations,region_12,Master's & above,f,other,1,31,3,7,1,0,60
19264,Operations,region_19,Master's & above,f,other,1,33,4,3,0,0,56
66898,Operations,region_24,Master's & above,m,sourcing,1,33,3,8,0,0,56
1275,Operations,region_31,Master's & above,f,other,1,43,3,2,0,0,62
17298,Operations,region_22,Master's & above,m,sourcing,1,52,5,10,1,0,65
47390,Operations,region_22,Master's & above,m,other,1,43,5,3,1,0,59
28123,Operations,region_2,Master's & above,f,other,2,34,3,9,1,0,61
14166,Operations,region_4,Master's & above,m,other,1,45,5,6,0,0,63
4898,Operations,region_2,Master's & above,m,other,2,50,3,18,0,0,63
17047,Operations,region_20,Master's & above,f,other,2,35,3,4,0,0,59
68272,Operations,region_26,Master's & above,f,sourcing,1,33,4,5,0,0,60
69708,Operations,region_23,Master's & above,m,sourcing,1,43,1,3,0,0,60
66790,Operations,region_22,Master's & above,m,referred,1,42,4,3,1,0,65
4515,Operations,region_2,Master's & above,f,other,1,55,3,6,0,0,59
47896,Operations,region_26,Master's & above,f,other,1,39,4,8,0,0,62
21768,Operations,region_3,Master's & above,m,other,1,41,4,12,0,0,63
29902,Operations,region_13,Master's & above,f,sourcing,2,32,4,3,1,0,60
4805,Operations,region_15,Master's & above,m,sourcing,1,35,1,7,0,0,61
66228,Operations,region_22,Master's & above,f,other,1,50,4,7,0,0,64
34311,Operations,region_13,Master's & above,f,other,1,46,5,17,1,0,59
53356,Operations,region_7,Master's & above,m,other,1,38,5,9,1,0,58
30046,Operations,region_15,Master's & above,m,sourcing,2,40,3,4,1,0,60
17469,Operations,region_31,Master's & above,m,sourcing,1,38,5,11,1,0,62
19969,Operations,region_7,Master's & above,f,sourcing,1,42,5,3,0,0,58
14527,Operations,region_22,Master's & above,f,other,2,42,5,10,1,0,58
32077,Operations,region_2,Master's & above,f,sourcing,1,37,4,8,1,0,57
32749,Operations,region_32,Master's & above,f,other,1,37,3,9,0,0,63
4118,Operations,region_4,Master's & above,m,other,1,32,5,6,1,0,64
27478,Operations,region_2,Master's & above,m,other,1,39,5,7,0,0,58
65270,Operations,region_2,Master's & above,m,sourcing,1,41,2,10,0,0,57
45232,Operations,region_30,Master's & above,f,sourcing,1,34,3,4,1,0,56
65192,Operations,region_7,Master's & above,f,other,2,35,2,7,1,1,57
70960,Operations,region_2,Master's & above,f,sourcing,3,35,5,10,1,0,58
29326,Operations,region_2,Master's & above,f,other,1,38,3,5,1,0,63
28891,Operations,region_13,Master's & above,m,sourcing,1,32,4,6,0,0,59
48304,Operations,region_15,Master's & above,f,other,1,37,4,8,1,0,67
285,Operations,region_5,Master's & above,m,other,1,47,3,19,0,1,96
24847,Operations,region_7,Master's & above,m,sourcing,1,41,4,13,1,0,63
51703,Operations,region_16,Master's & above,m,other,1,42,4,15,1,0,59
66933,Operations,region_7,Master's & above,f,other,1,45,2,16,0,0,63
22973,Operations,region_22,Master's & above,m,other,1,55,5,18,0,0,69
15763,Operations,region_20,Master's & above,m,other,1,36,5,3,1,0,64
22834,Operations,region_11,Master's & above,m,sourcing,1,30,3,7,1,1,59
48046,Operations,region_22,Master's & above,m,sourcing,1,34,2,9,0,0,60
38860,Operations,region_13,Master's & above,f,sourcing,1,39,5,7,1,0,60
9766,Operations,region_15,Master's & above,f,sourcing,1,30,,1,0,0,62
60988,Operations,region_22,Master's & above,f,other,1,35,3,10,0,0,56
460,Operations,region_22,Master's & above,m,other,1,37,5,7,1,0,57
21524,Operations,region_7,Master's & above,m,other,1,32,5,9,1,0,60
53642,Operations,region_7,Master's & above,m,other,2,32,3,3,0,0,57
35582,Operations,region_2,Master's & above,f,other,2,35,3,6,0,0,55
64145,Operations,region_13,Master's & above,m,other,1,37,5,5,1,0,58
48030,Operations,region_24,Master's & above,m,other,1,33,3,6,0,0,58
60522,Operations,region_13,Master's & above,m,other,1,35,5,5,1,0,59
22210,Operations,region_2,Master's & above,m,other,1,57,3,6,0,0,62
5033,Operations,region_7,Master's & above,m,other,2,37,3,8,0,0,59
70045,Operations,region_15,Master's & above,m,sourcing,1,45,5,17,0,0,59
42575,Operations,region_29,Master's & above,m,sourcing,1,37,4,3,0,0,59
60898,Operations,region_7,Master's & above,f,sourcing,1,46,3,7,0,0,71
9537,Operations,region_2,Master's & above,f,other,2,56,3,6,1,0,58
41191,Operations,region_2,Master's & above,m,other,1,54,3,10,1,0,61
18110,Operations,region_20,Master's & above,m,other,1,31,3,7,1,0,63
21482,Operations,region_4,Master's & above,f,other,1,46,5,7,1,0,63
42443,Operations,region_26,Master's & above,f,sourcing,1,36,1,4,0,0,62
9516,Operations,region_28,Master's & above,m,other,1,32,5,5,1,0,59
58137,Operations,region_25,Master's & above,f,sourcing,1,33,4,3,0,0,59
62288,Operations,region_28,Master's & above,f,other,1,35,3,7,1,0,56
22358,Operations,region_25,Master's & above,m,sourcing,2,34,3,9,0,0,58
54783,Operations,region_22,Master's & above,m,other,1,33,3,8,0,0,59
57728,Operations,region_7,Master's & above,m,other,1,38,5,4,1,0,61
24770,Operations,region_22,Master's & above,m,sourcing,1,33,4,7,1,0,61
76846,Operations,region_2,Master's & above,f,sourcing,1,50,3,7,1,0,62
47018,Operations,region_14,Master's & above,m,sourcing,1,45,5,2,1,0,59
6546,Operations,region_22,Master's & above,f,other,1,56,5,7,1,0,57
2457,Operations,region_3,Master's & above,f,other,1,33,3,9,0,0,75
16327,Operations,region_15,Master's & above,f,other,2,44,5,19,0,0,57
22558,Operations,region_27,Master's & above,f,sourcing,1,35,5,9,1,0,64
2723,Operations,region_7,Master's & above,f,other,1,35,4,10,0,0,62
73384,Operations,region_2,Master's & above,f,sourcing,1,41,5,14,0,0,62
46207,Operations,region_4,Master's & above,m,other,1,46,4,18,1,0,62
52023,Operations,region_15,Master's & above,m,sourcing,1,54,3,9,0,0,60
45819,Operations,region_7,Master's & above,f,other,1,34,3,5,1,0,58
13097,Operations,region_22,Master's & above,m,sourcing,1,59,5,10,1,0,59
63176,Operations,region_22,Master's & above,m,sourcing,1,42,3,7,0,0,61
25282,Operations,region_14,Master's & above,f,other,1,40,4,3,1,0,61
45262,Operations,region_22,Master's & above,f,other,1,35,4,3,1,0,60
59915,Operations,region_2,Master's & above,f,other,1,38,5,5,1,0,61
39458,Operations,region_2,Master's & above,m,other,1,48,5,19,0,0,54
57269,Operations,region_16,Master's & above,m,other,3,36,3,7,0,0,54
69928,Operations,region_15,Master's & above,f,other,1,48,4,3,0,0,62
11538,Operations,region_15,Master's & above,f,other,1,41,3,13,0,0,71
22957,Operations,region_4,Master's & above,m,sourcing,1,35,4,8,1,0,58
13745,Operations,region_4,Master's & above,m,other,2,40,4,15,1,0,55
77069,Operations,region_4,Master's & above,m,sourcing,1,31,4,4,0,0,54
45381,Operations,region_2,Master's & above,f,sourcing,1,48,3,15,0,0,58
65774,Operations,region_1,Master's & above,f,other,1,32,3,5,0,0,59
31305,Operations,region_2,Master's & above,m,sourcing,1,30,3,3,0,0,56
18681,Operations,region_11,Master's & above,f,sourcing,1,40,4,6,0,0,62
70070,Operations,region_22,Master's & above,m,sourcing,1,46,4,13,0,0,61
33391,Operations,region_15,Master's & above,m,sourcing,1,39,5,3,0,0,60
17030,Operations,region_2,Master's & above,f,sourcing,1,41,5,4,1,0,58
29740,Operations,region_13,Master's & above,m,other,1,36,5,7,0,0,58
64961,Operations,region_7,Master's & above,f,sourcing,1,39,5,5,0,0,62
25667,Operations,region_2,Master's & above,f,sourcing,1,54,5,9,1,0,58
25639,Operations,region_15,Master's & above,m,sourcing,1,35,4,7,1,0,59
15492,Operations,region_27,Master's & above,m,other,2,36,5,4,1,1,60
23642,Operations,region_8,Master's & above,m,other,1,37,1,5,0,0,61
53499,Operations,region_11,Master's & above,m,sourcing,1,41,3,11,0,0,59
16881,Operations,region_22,Master's & above,m,other,2,43,5,13,0,0,58
41874,Operations,region_27,Master's & above,f,sourcing,1,38,4,3,1,0,64
44837,Operations,region_4,Master's & above,f,other,1,46,5,2,1,0,61
47469,Operations,region_7,Master's & above,f,sourcing,1,34,3,3,1,0,65
68343,Operations,region_15,Master's & above,m,sourcing,1,34,5,9,1,0,63
76571,Operations,region_7,Master's & above,m,other,1,46,5,3,1,0,59
60852,Operations,region_28,Master's & above,f,sourcing,1,32,1,4,0,0,60
9593,Operations,region_28,Master's & above,m,other,1,35,4,6,0,0,58
39662,Operations,region_13,Master's & above,m,other,1,34,3,4,0,0,58
1569,Operations,region_15,Master's & above,m,sourcing,1,45,3,17,1,0,61
29961,Operations,region_2,Master's & above,m,other,1,52,3,4,1,0,61
